u,i,b,t
100215,3636634,0,1512185549
100215,3636634,3,1512188354
100215,3636634,0,1512188761
100215,3636634,0,1512214438
100234,5018627,0,1511696471
100234,5018627,0,1511757154
100234,5018627,0,1511757202
100234,5018627,0,1511848144
100234,5018627,0,1511854745
100234,5018627,0,1511855814
100234,5018627,0,1511855946
100234,5018627,0,1511856170
100234,5018627,0,1511856698
100234,5018627,3,1511857645
100234,5018627,0,1511865173
100242,671147,0,1511681089
100242,2456609,0,1511770771
100242,2456609,0,1511771100
100242,2456609,0,1511771403
100242,2456609,0,1511771611
100242,2456609,0,1511772376
100242,2456609,0,1511772447
100242,2456609,0,1511772992
100242,2456609,0,1511773909
100242,2456609,0,1511783138
100242,671147,0,1511864075
100242,671147,0,1511873506
100242,671147,0,1512043603
100242,671147,0,1512044112
100242,671147,0,1512044802
100242,671147,0,1512045155
100242,671147,0,1512045190
100242,671147,0,1512045637
100242,671147,0,1512046110
100242,671147,3,1512048779
100283,1625365,0,1512031357
100283,1625365,0,1512035422
100283,1625365,0,1512038836
100283,1625365,0,1512038891
100283,1625365,0,1512038965
100283,1625365,0,1512057963
100283,1625365,0,1512058039
100283,1625365,0,1512103286
100283,1625365,0,1512113391
100283,1625365,0,1512113568
100283,1625365,0,1512113639
100283,1625365,0,1512206585
100284,2125046,0,1511961519
100284,2125046,0,1511961578
100284,2125046,0,1511961870
100284,2125046,0,1511961936
100284,2125046,0,1511962019
100284,2125046,0,1511962361
100284,2125046,0,1511962441
100284,2125046,0,1511962493
100284,2125046,0,1511962517
100284,2125046,0,1511962545
100284,2125046,0,1511962606
100284,2125046,0,1511962786
100284,124275,0,1512301625
100284,124275,0,1512301665
100284,124275,0,1512301826
100284,124275,0,1512301892
100284,124275,0,1512301999
100284,124275,0,1512302035
100284,124275,0,1512302426
100284,124275,0,1512302661
100284,124275,0,1512302671
100284,124275,0,1512302743
100284,124275,0,1512302807
100284,124275,0,1512302944
100318,3762649,0,1511847920
100318,3762649,0,1511848660
100318,3762649,0,1511861893
100318,3762649,0,1511877083
100318,3762649,0,1511945290
100318,3762649,0,1511945864
100318,3762649,2,1512193407
100318,3762649,0,1512193581
100318,3762649,0,1512193878
100318,3762649,0,1512220064
100318,3762649,0,1512301393
100318,3762649,0,1512301740
100318,3762649,0,1512301777
100318,3762649,0,1512301963
100318,3762649,0,1512306092
100318,3762649,0,1512306223
100400,2089879,0,1511573316
100400,2089879,0,1511573456
100400,2089879,0,1511695761
100400,2089879,0,1511713501
100400,980099,0,1511716962
100400,2089879,0,1511753957
100400,4370859,2,1511878730
100400,2089879,0,1511880174
100400,2089879,0,1511880518
100400,4370859,0,1511880609
100400,4370859,0,1511881036
100400,4370859,0,1511881068
100400,4718309,0,1511881898
100400,4370859,0,1511881907
100400,4718309,2,1511881930
100400,4370859,0,1511881946
100400,4718309,0,1511881952
100400,4718309,0,1511882800
100400,4718309,0,1511883274
100400,4370859,0,1511883286
100400,4718309,0,1511975566
100400,4718309,0,1511975606
100400,4718309,0,1512010941
100400,4718309,0,1512047853
100400,4370859,0,1512047861
100400,4718309,0,1512048571
100400,4370859,0,1512048650
100400,4718309,0,1512048906
100400,2089879,0,1512051698
100400,2089879,0,1512054651
100400,2089879,0,1512054750
100400,4718309,0,1512054991
100400,980099,0,1512057743
100400,4718309,0,1512059394
100400,980099,0,1512059430
100400,2089879,0,1512089314
100400,4370859,0,1512100841
100400,2089879,0,1512142819
100400,4370859,0,1512143303
100400,4718309,0,1512143312
100400,980099,0,1512273327
1000011,106742,0,1511581221
1000011,106742,0,1511581582
1000011,106742,1,1511582771
1000011,106742,0,1511587279
1000011,404297,0,1511603167
1000011,404297,1,1511603262
1000011,106742,0,1511603281
1000011,404297,0,1511603336
1000011,106742,0,1511603725
1000011,404297,0,1511603752
1000011,106742,0,1511603878
1000011,404297,3,1511603941
1000011,404297,0,1511652741
1000011,404297,0,1511668803
1000011,404297,0,1511685053
1000011,106742,0,1511685101
1000011,404297,0,1511685125
1000011,404297,0,1511772680
1000011,404297,0,1511842762
1000011,106742,0,1511853113
1000011,404297,0,1511853621
1000011,106742,0,1511855129
1000011,404297,0,1511924494
1000040,2331370,0,1511578403
1000040,2331370,0,1511781961
1000040,3471238,2,1511790642
1000040,3471238,0,1511797924
1000040,2492167,0,1511798633
1000040,2492167,0,1511798772
1000040,3471238,0,1511798862
1000040,2492167,0,1511798866
1000040,3471238,0,1511798870
1000040,2492167,0,1511798883
1000040,3471238,0,1511798893
1000040,2492167,0,1511798897
1000040,3471238,0,1511798973
1000040,3471238,0,1511799043
1000040,2492167,0,1511799179
1000040,3471238,0,1511799416
1000040,2492167,0,1511799424
1000040,3471238,0,1511799442
1000040,2492167,0,1511829027
1000040,3471238,0,1511829031
1000040,2492167,0,1511829090
1000040,3471238,0,1511829103
1000040,2492167,0,1511844028
1000040,3471238,0,1511844035
1000040,3471238,0,1511855839
1000040,2492167,0,1511855846
1000040,2492167,0,1511864936
1000040,3471238,0,1511864939
1000040,2492167,0,1511878867
1000040,3471238,0,1511878878
1000040,2492167,0,1511879431
1000040,3471238,0,1511879447
1000040,2492167,0,1511879454
1000040,3471238,0,1511879457
1000084,987677,2,1511743255
1000084,3930186,0,1511743281
1000084,987677,0,1511743593
1000084,987677,0,1511755149
1000084,987677,0,1511764255
1000084,987677,0,1511764700
1000084,3930186,2,1511764807
1000084,3930186,0,1511764869
1000084,987677,0,1511764872
1000084,3930186,0,1511765063
1000084,3930186,0,1511827085
1000084,3930186,0,1511875032
1000084,987677,0,1511875131
1000084,3930186,0,1511877502
1000084,987677,0,1511877526
1000084,3930186,2,1511877562
1000084,987677,0,1511917606
1000084,3930186,0,1511918714
1000084,987677,0,1511960923
1000084,3930186,0,1511962746
1000084,987677,0,1512013743
1000084,987677,0,1512106352
1000084,3930186,0,1512106691
1000084,987677,0,1512147426
1000172,1669287,2,1511961541
1000172,4354614,2,1511963946
1000172,4354614,0,1511964304
1000172,1669287,0,1511964311
1000172,4354614,0,1512007823
1000172,1669287,0,1512007840
1000172,4354614,0,1512007865
1000172,1669287,0,1512007871
1000172,4354614,0,1512007889
1000172,1669287,0,1512007984
1000172,4354614,0,1512008010
1000172,1669287,0,1512008014
1000172,4354614,0,1512008039
1000172,1669287,0,1512030764
1000172,4354614,0,1512030783
1000172,1669287,0,1512039418
1000172,4354614,0,1512039429
1000172,1669287,0,1512049288
1000172,4354614,0,1512049331
1000172,1669287,0,1512085817
1000172,4354614,0,1512085836
1000172,4354614,0,1512298308
1000172,1669287,0,1512298398
1000172,4354614,0,1512300457
1000172,1669287,0,1512300467
1000313,1957263,0,1512058021
1000313,1957263,0,1512058103
1000313,1957263,2,1512058223
1000313,1957263,0,1512058393
1000313,1957263,0,1512058833
1000313,1957263,0,1512083708
1000313,1957263,2,1512083931
1000313,1957263,0,1512143466
1000313,1957263,0,1512170579
1000313,1957263,0,1512233598
1000315,2811680,0,1512216696
1000315,2811680,0,1512216720
1000315,2811680,0,1512216840
1000315,2811680,0,1512216851
1000315,2811680,0,1512216864
1000315,2811680,0,1512216874
1000315,2811680,0,1512216924
1000315,2811680,0,1512216941
1000315,2811680,0,1512217563
1000315,2811680,0,1512219128
1000315,650042,0,1512307949
1000349,4350284,0,1511564484
1000349,4350284,0,1511564717
1000349,4350284,0,1511581624
1000349,4350284,2,1511598011
1000349,4350284,0,1511598276
1000349,4350284,0,1511598786
1000349,4350284,0,1511698155
1000349,4350284,0,1511745038
1000349,4350284,0,1511745162
1000349,4350284,0,1511822731
1000349,4350284,2,1511841435
1000349,1545024,0,1511910526
1000349,4350284,0,1511910979
1000349,1545024,0,1511910994
1000349,1545024,0,1511915313
1000349,1545024,0,1511915456
1000349,1545024,0,1511925507
1000349,1545024,0,1511925855
1000349,4350284,0,1511925916
1000349,1545024,0,1511925986
1000349,1545024,0,1511926597
1000349,1545024,0,1511926978
1000349,4350284,0,1511927804
1000349,1545024,0,1511929896
1000349,4350284,0,1511929936
1000349,4350284,0,1511930106
1000349,1545024,0,1511930169
1000349,1545024,0,1511930313
1000349,1545024,0,1511930491
1000349,1545024,0,1511930956
1000349,4350284,0,1511931014
1000349,1545024,3,1511931054
1000349,4350284,0,1511931250
1000349,1545024,0,1511931543
1000349,4350284,3,1511931666
1000349,1545024,3,1511931666
1000349,1545024,0,1511996796
1000349,4350284,0,1511996813
1000349,1545024,0,1512083993
1000349,4350284,0,1512084008
1000349,4350284,0,1512102685
1000349,4350284,0,1512168604
1000349,4350284,0,1512176798
1000349,1545024,0,1512205242
1000349,4350284,0,1512260529
1000349,4350284,2,1512301409
1000420,1962765,0,1511872002
1000420,1962765,0,1511873108
1000420,1962765,0,1511874601
1000420,1962765,3,1511875532
1000420,1962765,0,1511875618
1000420,1962765,0,1511921853
1000420,1962765,0,1511942448
1000420,1962765,0,1511956305
1000420,1962765,0,1511959733
1000420,1962765,0,1512001241
1000420,68814,0,1512018689
1000436,3454985,0,1511942678
1000436,3454985,0,1512174058
1000436,3454985,0,1512174249
1000436,3454985,0,1512174370
1000436,3454985,0,1512174590
1000436,3454985,0,1512174615
1000436,3454985,0,1512174650
1000436,3454985,0,1512174816
1000436,3454985,0,1512174862
1000436,3454985,0,1512174991
1000436,3454985,0,1512175181
1000436,3454985,0,1512175450
1000436,3454985,0,1512175913
1000436,3454985,0,1512176255
1000436,3454985,0,1512176351
1000436,3454985,0,1512176450
1000436,3454985,0,1512176799
1000462,5018627,0,1511868492
1000462,5018627,2,1511868874
1000462,2089649,0,1511952621
1000462,2089649,0,1511952666
1000462,2089649,0,1511952726
1000462,2089649,0,1511952737
1000462,2089649,0,1511952748
1000462,2089649,0,1511952803
1000462,2089649,0,1511952828
1000462,2089649,2,1511952896
1000462,5018627,0,1512018700
1000462,2089649,0,1512193282
1000488,1541365,0,1511615568
1000488,1541365,0,1511616268
1000488,1541365,0,1511616646
1000488,1541365,0,1511654604
1000488,1541365,0,1511683260
1000488,1541365,0,1511685272
1000488,1541365,0,1511704429
1000488,1541365,0,1511763591
1000488,1541365,0,1511778098
1000488,1541365,0,1511778636
1000488,2331370,0,1511788559
1000497,2531232,0,1511619029
1000497,2531232,0,1511619039
1000497,2531232,0,1511647066
1000497,2531232,0,1511784226
1000497,2531232,0,1511784258
1000497,2531232,2,1511784375
1000497,2531232,0,1511784955
1000497,2531232,0,1511960507
1000497,2531232,0,1511961571
1000497,2531232,0,1511997855
1000520,1466828,2,1511931299
1000520,1466828,0,1511931422
1000520,4056564,0,1511944749
1000520,4056564,0,1511944812
1000520,4056564,0,1511944840
1000520,4056564,0,1511944872
1000520,4056564,0,1511944906
1000520,4056564,0,1511944955
1000520,1466828,0,1511945830
1000520,1466828,0,1511945845
1000520,1466828,0,1511945920
1000520,1530460,0,1512030872
1000520,1530460,0,1512030937
1000520,4056564,0,1512032143
1000520,4056564,0,1512032253
1000520,4056564,0,1512032261
1000520,4056564,0,1512032391
1000520,4056564,0,1512032398
1000520,1530460,0,1512038829
1000520,1466828,0,1512133838
1000520,1466828,0,1512133855
1000520,1466828,0,1512182163
1000520,1466828,0,1512182216
1000520,1466828,0,1512182242
1000520,1466828,3,1512182814
1000520,1466828,0,1512217541
1000520,1466828,0,1512217644
1000520,1466828,0,1512256255
1000615,858797,0,1511662130
1000615,858797,0,1511662161
1000615,858797,0,1511662177
1000615,858797,0,1511668824
1000615,858797,0,1511678739
1000615,858797,0,1511678752
1000615,858797,0,1511678888
1000615,858797,0,1512019956
1000615,858797,0,1512019968
1000615,858797,0,1512020024
1000615,858797,0,1512020030
1000615,858797,0,1512309962
1000636,1659939,0,1511782987
1000636,1659939,0,1511783248
1000636,1659939,2,1512103680
1000636,1659939,0,1512121716
1000636,1659939,0,1512151064
1000636,1659939,0,1512204372
1000636,1659939,0,1512215117
1000636,1659939,0,1512232867
1000636,1659939,0,1512233067
1000636,1659939,0,1512255153
1000641,4035255,0,1512049009
1000641,4035255,0,1512049220
1000641,4035255,0,1512050878
1000641,4035255,0,1512051042
1000641,4035255,0,1512051103
1000641,4035255,0,1512051631
1000641,4035255,3,1512052435
1000641,4035255,0,1512052997
1000641,4035255,0,1512238422
1000641,4035255,0,1512311803
1000684,3383350,1,1511673902
1000684,2108727,1,1511695873
1000684,2108727,0,1511745300
1000684,3383350,0,1511745445
1000684,2108727,0,1511746263
1000684,2108727,0,1511747142
1000684,2108727,0,1511748655
1000684,2108727,0,1511748758
1000684,2108727,3,1511748811
1000684,2108727,0,1511867513
1000684,2108727,0,1512020983
1000684,2449711,0,1512021102
1000684,2108727,0,1512021107
1000684,2449711,1,1512021107
1000684,2108727,0,1512021127
1000684,2449711,0,1512021427
1000684,2108727,0,1512021433
1000684,2449711,0,1512021434
1000684,2108727,0,1512021497
1000684,2449711,0,1512023472
1000684,2108727,0,1512023683
1000684,2449711,0,1512023849
1000684,2449711,0,1512023951
1000684,3383350,0,1512027249
1000684,3383350,0,1512027406
1000684,2449711,0,1512027461
1000684,3383350,0,1512028039
1000684,2449711,0,1512028052
1000684,2449711,0,1512028350
1000684,3383350,0,1512028459
1000684,3383350,0,1512028696
1000684,2449711,0,1512028708
1000684,3383350,3,1512030836
1000684,3383350,0,1512044738
1000684,3383350,0,1512307224
1000718,4087718,1,1511672435
1000718,4087718,0,1511672452
1000718,4087718,0,1511672614
1000718,4087718,0,1511672665
1000718,4087718,0,1511672888
1000718,4087718,0,1511672966
1000718,4087718,0,1511679323
1000718,4087718,0,1511684711
1000718,4087718,3,1511691396
1000718,4087718,0,1511692579
1000718,4087718,0,1511693570
1000718,4087718,0,1511940836
1000718,2538544,0,1512104499
1000718,2538544,0,1512105307
1000718,2538544,0,1512105518
1000718,2538544,0,1512105761
1000718,2538544,0,1512106102
1000718,2538544,0,1512106272
1000718,2538544,0,1512106873
1000718,2538544,0,1512107210
1000718,2538544,0,1512107320
1000718,2538544,0,1512107662
1000718,2538544,0,1512109244
1000718,2538544,0,1512109324
1000718,2538544,0,1512109441
1000723,627476,0,1512180676
1000723,627476,0,1512180984
1000723,627476,0,1512187632
1000723,627476,0,1512188082
1000723,627476,0,1512212846
1000723,627476,3,1512213487
1000723,627476,0,1512215127
1000723,627476,0,1512216389
1000723,627476,0,1512218687
1000723,627476,0,1512288662
1000723,627476,0,1512288856
1000757,3890110,2,1511616944
1000757,3890110,0,1511706476
1000757,3890110,0,1511706884
1000757,3890110,0,1511853855
1000757,3890110,0,1511853869
1000757,3890110,0,1511853983
1000757,3890110,0,1512092016
1000757,3890110,0,1512270647
1000757,3890110,0,1512282417
1000757,3890110,0,1512290269
1000792,487347,2,1511751254
1000792,487347,0,1511751373
1000792,487347,2,1511752161
1000792,487347,0,1511762962
1000792,487347,0,1512200917
1000792,487347,0,1512216065
1000792,487347,0,1512218180
1000792,487347,0,1512218825
1000792,487347,0,1512220192
1000792,487347,2,1512220644
1000792,487347,0,1512222103
1000792,487347,0,1512222474
1000792,487347,0,1512222609
1000792,487347,0,1512232192
1000792,487347,0,1512233505
1000792,487347,0,1512268989
1000792,487347,0,1512303837
1001054,1932441,0,1511875944
1001054,1932441,0,1511876053
1001054,1932441,0,1511876216
1001054,1932441,0,1511876390
1001054,1932441,0,1511878038
1001054,1932441,0,1511881950
1001054,1932441,2,1511881988
1001054,1932441,0,1511884283
1001054,1932441,0,1511951067
1001054,1932441,0,1511951492
1001054,1932441,0,1511952079
1001054,1932441,0,1511952947
1001054,1932441,3,1511956399
1001151,432334,0,1512015097
1001151,432334,0,1512015116
1001151,432334,0,1512016003
1001151,432334,0,1512016091
1001151,432334,2,1512016591
1001151,432334,0,1512047318
1001151,432334,0,1512134047
1001151,432334,0,1512134087
1001151,432334,0,1512134160
1001151,432334,3,1512135157
1001185,4334690,0,1511613188
1001185,4334690,0,1511677982
1001185,4334690,0,1511678217
1001185,4334690,0,1511708590
1001185,4334690,0,1511709345
1001185,4334690,0,1511743233
1001185,4334690,0,1511765374
1001185,4334690,0,1511787648
1001185,4334690,0,1511924983
1001185,4334690,0,1512001413
1001185,4334690,0,1512029800
1001185,4334690,0,1512214711
1001205,2736714,0,1511753555
1001205,2736714,0,1512043976
1001205,2736714,0,1512044212
1001205,2736714,0,1512221094
1001205,2736714,0,1512221131
1001205,830861,0,1512221632
1001205,830861,0,1512221650
1001205,830861,0,1512221692
1001205,830861,0,1512221701
1001205,830861,0,1512221715
1001205,830861,0,1512221743
1001205,830861,0,1512221756
1001205,830861,0,1512221765
1001205,830861,0,1512221816
1001205,830861,0,1512221823
1001205,830861,0,1512221835
1001205,830861,0,1512221856
1001224,204238,1,1511971684
1001224,204238,0,1511971921
1001224,204238,0,1512135547
1001224,204238,0,1512135872
1001224,204238,0,1512136078
1001224,204238,0,1512220989
1001224,204238,0,1512221744
1001224,204238,0,1512222160
1001224,204238,0,1512225765
1001224,204238,0,1512225904
1001224,204238,0,1512225909
1001224,204238,0,1512225937
1001270,4658411,2,1511879944
1001270,4658411,0,1511881395
1001270,4658411,0,1511914308
1001270,4658411,0,1511914544
1001270,522911,2,1511915301
1001270,4658411,0,1511926109
1001270,522911,0,1511933547
1001270,522911,0,1511935832
1001270,4658411,0,1511936750
1001270,522911,0,1511936890
1001270,4658411,0,1511937118
1001270,522911,3,1511937177
1001270,522911,0,1512028852
1001270,4658411,0,1512114807
1001270,4658411,0,1512114927
1001270,522911,0,1512115341
1001270,522911,2,1512161278
1001270,522911,0,1512183885
1001270,4658411,0,1512183983
1001270,522911,0,1512278589
1001291,3708545,2,1511798297
1001291,5094603,2,1511798583
1001291,1979374,2,1511798682
1001291,5094603,0,1511834034
1001291,1979374,0,1511834147
1001291,3708545,0,1511834175
1001291,3708545,0,1511834261
1001291,5094603,0,1511834416
1001291,1979374,0,1511834454
1001291,5094603,0,1511834459
1001291,1979374,0,1511836442
1001291,5094603,0,1511836463
1001291,1979374,0,1511836545
1001291,3708545,0,1511836556
1001291,1979374,0,1511853638
1001291,5094603,0,1511853648
1001291,5094603,0,1511853961
1001291,5094603,0,1511854526
1001291,1979374,0,1511854539
1001291,3708545,0,1511854693
1001291,3708545,0,1511854825
1001291,3708545,0,1511927795
1001291,1979374,0,1511927838
1001291,3708545,0,1511927869
1001291,3708545,0,1511947523
1001291,3708545,0,1511947661
1001291,1979374,0,1512039148
1001291,5094603,0,1512039159
1001291,1979374,0,1512298816
1001291,5094603,0,1512298822
1001291,3708545,0,1512298833
1001291,3708545,0,1512299521
1001291,3708545,0,1512299622
1001296,2734575,0,1511573987
1001296,2734575,0,1511626422
1001296,2638746,0,1511626444
1001296,2734575,0,1511626492
1001296,2734575,0,1511627203
1001296,2638746,0,1511627258
1001296,2638746,0,1511627421
1001296,2638746,0,1511627555
1001296,2638746,0,1511663987
1001296,2638746,0,1511664502
1001296,2734575,2,1511686456
1001296,2734575,0,1511702352
1001296,2638746,0,1511702366
1001296,2734575,0,1511702418
1001296,2638746,0,1511702464
1001296,2734575,0,1511702511
1001296,2638746,0,1511702551
1001296,2734575,0,1511703170
1001296,2638746,0,1511780305
1001296,2734575,0,1511789073
1001296,2734575,0,1512039383
1001466,980099,0,1511674689
1001466,980099,0,1511674711
1001466,3671475,1,1511708985
1001466,4249994,2,1512009996
1001466,4249994,1,1512011394
1001466,4249994,0,1512143113
1001466,4249994,0,1512143625
1001466,4249994,0,1512144429
1001466,4249994,0,1512145746
1001466,4249994,0,1512145901
1001466,4249994,0,1512185866
1001466,4249994,0,1512257070
1001466,4249994,0,1512257110
1001466,4249994,0,1512292192
1001466,4249994,0,1512308865
1001566,2089649,0,1511567446
1001566,4415618,0,1511579672
1001566,2304016,0,1511848069
1001566,2304016,0,1511853013
1001566,2304016,0,1511853195
1001566,2304016,0,1511853290
1001566,2304016,0,1511853344
1001566,2304016,3,1511858401
1001566,1669287,0,1511868542
1001566,2304016,2,1512135956
1001566,2304016,0,1512225676
1001566,2304016,0,1512229235
1001566,2304016,0,1512229396
1001569,2709861,0,1511709627
1001569,4983680,0,1511709652
1001569,2709861,0,1511709675
1001569,4983680,0,1511709837
1001569,2709861,0,1511709920
1001569,4983680,0,1511709975
1001569,2709861,0,1511750112
1001569,4983680,0,1511750121
1001569,4983680,0,1511750899
1001569,4885484,1,1511751823
1001569,4885484,0,1511751931
1001569,4885484,0,1511751954
1001569,4983680,0,1511752016
1001569,4885484,0,1511752041
1001569,2709861,0,1511754859
1001569,4983680,0,1511754881
1001569,2709861,0,1511754956
1001569,4885484,0,1511768177
1001569,4885484,0,1511768245
1001569,4885484,0,1511769560
1001569,4885484,0,1511780175
1001569,2709861,0,1511786009
1001569,4983680,0,1511786011
1001569,4885484,0,1511826250
1001569,4334690,0,1511835363
1001569,4885484,0,1511857981
1001569,4885484,0,1511858062
1001569,2709861,0,1511858215
1001569,4983680,0,1511858231
1001569,4885484,0,1511858367
1001569,4983680,0,1511858455
1001569,4885484,3,1511858545
1001569,4983680,0,1511864857
1001569,2709861,0,1511865098
1001569,4983680,0,1511865183
1001569,2709861,0,1511865387
1001569,4983680,0,1511865405
1001569,2709861,2,1511865424
1001569,4983680,2,1511865437
1001569,2709861,0,1511865454
1001569,4983680,0,1511865459
1001569,2709861,0,1511865468
1001569,4983680,0,1511865521
1001569,2709861,0,1511865543
1001569,4983680,0,1511865638
1001608,4113687,1,1511565353
1001608,4121299,0,1511566523
1001608,4113687,0,1511566895
1001608,4113687,0,1511747510
1001608,4113687,0,1511748063
1001608,4113687,0,1511748368
1001608,4113687,0,1511748674
1001608,4113687,3,1511749181
1001608,4113687,0,1511789473
1001608,4113687,0,1511790466
1001608,4113687,0,1511912689
1001608,4113687,0,1512278323
1001618,4002947,0,1511672819
1001618,4002947,0,1511687210
1001618,4002947,0,1511687530
1001618,4002947,0,1511687562
1001618,4002947,0,1511687717
1001618,4002947,0,1511688554
1001618,4002947,0,1511692811
1001618,4002947,0,1511693210
1001618,4002947,0,1511693459
1001618,4002947,2,1511695380
1001618,2944657,2,1511881075
1001618,2944657,0,1512033849
1001618,2944657,0,1512034297
1001618,2944657,0,1512127355
1001618,3817741,2,1512128404
1001618,3815697,0,1512128633
1001618,3815697,2,1512129057
1001618,3817741,0,1512129189
1001618,3815697,0,1512129295
1001618,3817741,0,1512129400
1001618,2944657,0,1512129540
